Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Qatar,Included / Europe,Price / Europe,Compare At Price / Europe,Included / Gulf expansion phase 1,Price / Gulf expansion phase 1,Compare At Price / Gulf expansion phase 1,Included / International,Price / International,Compare At Price / International,Status
tens-electrode-pads-4x4-cm-2-pcs,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-tens-electrode-pads-4x4-cm-2-pcs-28337616617574.jpg?v=1628497275,2,Voltaat TENS Electrode Pads 4x4 cm (2 pcs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tens-electrode-pads-4x4-cm-2-pcs,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-tens-electrode-pads-4x4-cm-2-pcs-28033901887590.jpg?v=1628497275,3,Voltaat TENS Electrode Pads 4x4 cm (2 pcs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-channel-key-with-remote-control,4 Channel key output reciver With Remote Control,"<h3><strong data-mce-fragment=""1""><span data-mce-fragment=""1"">Description </span></strong></h3>
<p>This module makes wireless control very easy! You can use this with an Arduino to give orders from a far distance using a 4 button RF remote control.</p>
<h3><strong data-mce-fragment=""1""><span data-mce-fragment=""1"">Specifications</span></strong></h3>
<div data-mce-fragment=""1""><strong data-mce-fragment=""1""><span data-mce-fragment=""1"">With decoding receiver board:</span></strong></div>
<div data-mce-fragment=""1""><span data-mce-fragment=""1"">- Working frequency: 315M</span></div>
<div data-mce-fragment=""1"">
<span data-mce-fragment=""1"">- </span><span data-mce-fragment=""1"">Operating voltage: DC5V</span>
</div>
<div data-mce-fragment=""1"">
<span data-mce-fragment=""1"">- </span><span data-mce-fragment=""1"">Operating current: ≤3mA(5.0VDC)</span>
</div>
<div data-mce-fragment=""1"">
<span data-mce-fragment=""1"">- </span><span data-mce-fragment=""1"">Working principle: super regeneration</span>
</div>
<div data-mce-fragment=""1"">
<span data-mce-fragment=""1"">- </span><span data-mce-fragment=""1"">Modulation method: ASK</span>
</div>
<div data-mce-fragment=""1"">
<span data-mce-fragment=""1"">- </span><span data-mce-fragment=""1"">Encoding chip: SC2272 (PT2272, PT2294), chip compatible</span>
</div>
<div data-mce-fragment=""1"">
<span data-mce-fragment=""1"">- </span><span data-mce-fragment=""1"">Sensitivity: better than -105dBm (50Ω)</span>
</div>
<div data-mce-fragment=""1"">
<span data-mce-fragment=""1"">- </span><span data-mce-fragment=""1"">Output signal: non-lock (M)</span><br data-mce-fragment=""1""><br data-mce-fragment=""1"">
<div data-mce-fragment=""1""><strong data-mce-fragment=""1""><span data-mce-fragment=""1"">Remote control: </span></strong></div>
<div data-mce-fragment=""1"">
<span data-mce-fragment=""1""> </span><span data-mce-fragment=""1"">- </span><span data-mce-fragment=""1"">Operating voltage: DC12V (27A/12V battery x1)</span>
</div>
<div data-mce-fragment=""1"">
<span data-mce-fragment=""1""> </span><span data-mce-fragment=""1"">- </span><span data-mce-fragment=""1"">Operating Current: 10mA @ 12V </span>
</div>
<div data-mce-fragment=""1"">
<span data-mce-fragment=""1""> </span><span data-mce-fragment=""1"">- </span><span data-mce-fragment=""1"">Radiated power: 10mw @ 12V</span>
</div>
<div data-mce-fragment=""1"">
<span data-mce-fragment=""1"">- </span><span data-mce-fragment=""1"">Modulation mode: ASK (Amplitude Modulation) </span>
</div>
<div data-mce-fragment=""1"">
<span data-mce-fragment=""1"">- </span><span data-mce-fragment=""1"">Transmitting frequency: 315MHZ </span>
</div>
<div data-mce-fragment=""1"">
<span data-mce-fragment=""1"">- </span><span data-mce-fragment=""1"">Transmission distance :50-100M (Open field, the receiver sensitivity of -100dbm) </span>
</div>
<div data-mce-fragment=""1"">
<span data-mce-fragment=""1"">- </span><span data-mce-fragment=""1"">Encoder types: fixed code</span>
</div>
</div>",Voltaat,,R2U_Funcation_Modules,,TRUE,Title,Default Title,,,,,VT-1390,26,shopify,3,deny,manual,19,,TRUE,FALSE,VT-1390,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-4-channel-key-output-reciver-with-remote-control-28033862107238.jpg?v=1628477296,1,Voltaat 4 Channel key output reciver With Remote Control,FALSE,,,,,,,,,,,,,,,g,,5.59,TRUE,TRUE,,,TRUE,,,TRUE,,,active
4-channel-key-with-remote-control,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-4-channel-key-output-reciver-with-remote-control-28033862140006.jpg?v=1628477296,2,Voltaat 4 Channel key output reciver With Remote Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-channel-key-with-remote-control,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-4-channel-key-output-reciver-with-remote-control-28033862074470.jpg?v=1628477296,3,Voltaat 4 Channel key output reciver With Remote Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wemos-d1-mini-esp-12f-v2,WeMos D1 Mini (ESP-12F) V2,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">Description <br></p>
<p data-mce-fragment=""1"">ESP8266 is a very popular WiFi enabled microcontroller. Thanks to very attractive price and huge possibilities quickly became a very popular choice - especially in domain of home automation. However bare ESP8266 is a bit tricky for beginners. It requires stable power supply, and sophisticated programming method. Wemos D1 mini solves all those inconveniences. Basically it's very similar to<span data-mce-fragment=""1""> </span><a href=""https://www.voltaat.com/products/esp8266-nodemcu-v2"">NodeMCU module</a>. The main difference is size. Wemos D1 is smaller, and have newer version of wifi module - 12F. More stable and with a better range.</p>
<p data-mce-fragment=""1"">Wemos D1 module it's a small board with<span data-mce-fragment=""1""> </span>ESP8266-12F. On board there is also USB-UART converter (popular CH340). Because of that, all you need to start programming is simple<span data-mce-fragment=""1""> </span><a href=""https://www.voltaat.com/products/usb-micro-b-cable-70-cm"">USB cable</a>.</p>
<p data-mce-fragment=""1"">Wemos D1 provides 9 GPIO ports with PWM, I2C, SPI and 1-Wire support. Thanks to 3.3V LDO module can be powered directly from USB port via<span data-mce-fragment=""1""> </span>microUSB power supply.</p>
<p data-mce-fragment=""1"">They are 3 basic methods to use Wemos. AT commands, LUA programming language with NodeMCU firmware and simplest and our favorite Arduino IDE.</p>
<h3 data-mce-fragment=""1""><strong data-mce-fragment=""1"">Specification</strong></h3>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Embeded ESP8266-12F with PCB antena</li>
<li data-mce-fragment=""1"">Flash: 4MB</li>
<li data-mce-fragment=""1"">Wi-Fi in standard 802.11 b/g/n</li>
<li data-mce-fragment=""1"">WiFi modes: AP (Access Point), STA (Standalone), AP+STA</li>
<li data-mce-fragment=""1"">Supports TKIP, WEP, CRC, CCMP, WPA/WPA2, WPS</li>
<li data-mce-fragment=""1"">Supply voltage: 3.3V (or 5V via USB)</li>
<li data-mce-fragment=""1"">CPU: RISC 80MHz (supports up to 160MHz)</li>
<li data-mce-fragment=""1"">9 GPIO - PWM / I2C / SPI / 1-Wire</li>
<li data-mce-fragment=""1"">Max current on I/O pins: 12mA</li>
<li data-mce-fragment=""1"">Recommended current on I/O pins: 6mA</li>
<li data-mce-fragment=""1"">USB-UART converter - CH340</li>
<li data-mce-fragment=""1"">ADC - 10-bit</li>
<li data-mce-fragment=""1"">16 pins in 2,54mm raster</li>
<li data-mce-fragment=""1"">micro USB B</li>
<li data-mce-fragment=""1"">Size: 34 x 25mm</li>
<li data-mce-fragment=""1"">LED connected to GPIO2 (D4)</li>
</ul>",Voltaat,,DEVEB_ESP,,TRUE,Title,Default Title,,,,,VT-1393,9,shopify,4,deny,manual,19,,TRUE,FALSE,VT-1393,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-wemos-d1-mini-esp-12f-v2-28024889180262.jpg?v=1628440045,1,Voltaat WeMos D1 Mini (ESP-12F) V2,FALSE,,,,,,,,,,,,,,,g,,6.4,TRUE,TRUE,,,TRUE,,,TRUE,,,active
wemos-d1-mini-esp-12f-v2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-wemos-d1-mini-esp-12f-v2-28024889147494.jpg?v=1628440045,2,Voltaat WeMos D1 Mini (ESP-12F) V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transistor-kit-15-kind-300-pcs,"Transistor Kit (15 types, 300 pcs)","<div><span>Transistor kit with 20 pieces per value of the following values:</span></div>
<ul class=""a-unordered-list a-vertical"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">S9012 PNP<br>
</li>
<li><span class=""a-list-item"" data-mce-fragment=""1""><span>S9013 NPN</span></span></li>
<li><span class=""a-list-item"" data-mce-fragment=""1""><span>S9014 NPN</span></span></li>
<li><span class=""a-list-item"" data-mce-fragment=""1""><span>S8050 NPN</span></span></li>
<li><span class=""a-list-item"" data-mce-fragment=""1""><span>S8550 PNP</span></span></li>
<li><span class=""a-list-item"" data-mce-fragment=""1""><span>2N3904 NPN</span></span></li>
<li><span class=""a-list-item"" data-mce-fragment=""1""><span>2N3906 PNP</span></span></li>
<li><span class=""a-list-item"" data-mce-fragment=""1""><span>BC327 PNP</span></span></li>
<li><span class=""a-list-item"" data-mce-fragment=""1""><span>BC337 NPN</span></span></li>
<li><span class=""a-list-item"" data-mce-fragment=""1""><span>Tl431 (Precision Programmable Reference)</span></span></li>
<li><span class=""a-list-item"" data-mce-fragment=""1""><span>MPA42 NPN</span></span></li>
<li><span class=""a-list-item"" data-mce-fragment=""1""><span>MPA92 PNP</span></span></li>
<li><span class=""a-list-item"" data-mce-fragment=""1""><span>A1015 PNP</span></span></li>
<li><span class=""a-list-item"" data-mce-fragment=""1""><span>C1815 (Audio Frequency Amplifier &amp; High Frequency OSC)</span></span></li>
<li><span class=""a-list-item"" data-mce-fragment=""1""><span>A1300 PNP</span></span></li>
</ul>",Voltaat,,CHIPS_Trans_OPAMP,,TRUE,Title,Default Title,,,,,VT-1395,0,shopify,5,deny,manual,29,,TRUE,FALSE,VT-1395,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-transistor-kit-15-types-300-pcs-28017984503910.jpg?v=1628442552,1,"Voltaat Transistor Kit (15 types, 300 pcs)",FALSE,,,,,,,,,,,,,,,kg,,15.14,TRUE,TRUE,,,TRUE,,,TRUE,,,active
smd-resistor-kit-33-values,SMD Resistor Kit 33 Values,"<p>A resistor kit for your SMD assembly with 33 different resistance value and 20 pieces for each value.</p>
<p>Values included in the kit:</p>
<ul>
<li><span>1Ω</span></li>
<li><span> 3.3 Ω</span></li>
<li><span> 5.1Ω </span></li>
<li><span>10Ω </span></li>
<li><span>22Ω </span></li>
<li><span>47Ω </span></li>
<li><span>62Ω </span></li>
<li><span>82Ω </span></li>
<li><span>100Ω </span></li>
<li><span>150Ω </span></li>
<li><span>330Ω </span></li>
<li><span>470Ω </span></li>
<li><span>680Ω </span></li>
<li><span>1K Ω </span></li>
<li><span>1.8KΩ </span></li>
<li><span>3K Ω </span></li>
<li><span>4.7K Ω </span></li>
<li><span>5.1K Ω </span></li>
<li><span>7.5 K Ω </span></li>
<li><span>10K Ω </span></li>
<li><span>12K Ω </span></li>
<li><span>18K  Ω </span></li>
<li><span>33K Ω </span></li>
<li><span>43K Ω </span></li>
<li><span>51K Ω </span></li>
<li><span>75K Ω </span></li>
<li><span>100K Ω </span></li>
<li><span>200K Ω </span></li>
<li><span>300K Ω </span></li>
<li><span>390K Ω </span></li>
<li><span>470K Ω </span></li>
<li><span>680K Ω </span></li>
<li><span>1M Ω</span></li>
</ul>
<br>",Voltaat,,,,TRUE,Type,603,,,,,VT-1396,0,shopify,0,deny,manual,23,,TRUE,TRUE,VT-1396,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-smd-resistor-kit-33-values-28002381889638.jpg?v=1628445792,1,Voltaat SMD Resistor Kit 33 Values,FALSE,,,,,,,,,,,,,,,kg,,8.18,TRUE,TRUE,,,TRUE,,,TRUE,,,active
smd-resistor-kit-33-values,,,,,,,,,805,,,,,VT-1397,0,shopify,0,deny,manual,26,,TRUE,TRUE,VT-1397,,,,,,,,,,,,,,,,,,,kg,,10.23,,,,,,,,,,,
smd-resistor-kit-33-values,,,,,,,,,1206,,,,,VT-1398,0,shopify,0,deny,manual,29,,TRUE,TRUE,VT-1398,,,,,,,,,,,,,,,,,,,kg,,11.57,,,,,,,,,,,
raspberry-pi-pico,Raspberry Pi Pico,"<h3 data-mce-fragment=""1"">Description </h3>
<p data-mce-fragment=""1"">The Raspberry Pi Pico is a low-cost, high-performance microcontroller board with flexible digital interfaces. It feature the RP2040 which marks Raspberry Pi's first microcontroller designed in-house. Pico provides minimal (yet flexible) external circuitry to support the RP2040 chip (Flash, crystal, power supplies and decoupling and USB connector). The majority of the RP2040 microcontroller pins are brought to the user IO pins on the left and right edge of the board. Four RP2040 IO are used for internal functions - driving an LED, on-board Switched Mode Power Supply (SMPS) power control and sensing the system voltages.</p>
<p data-mce-fragment=""1"">Pico uses an on-board buck-boost SMPS which is able to generate the required 3.3 volts (to power RP2040 and externalcircuitry) from a wide range of input voltages (~1.8 to 5.5V). This allows significant flexibility in powering the unit from various sources such as a single Lithium-Ion cell, or 3 AA cells in series. Battery chargers can also be very easily integrated with the Pico powerchain. Reprogramming the Pico's flash memory can be done using USB (simply drag and drop a file onto the Pico which appears as a mass storage device) or via the Serial Wire Debug (SWD) port. The SWD port can also be used to interactively debug coderunning on the RP2040</p>
<p data-mce-fragment=""1"">Pico has been designed to use either soldered 0.1"" pin-headers (it is one 0.1"" pitch wider than a standard 40-pin DIP package) or can be used as a surface mountable ""module"", as the user IO pins are also castellated. There are SMT pads underneath the USB connector and BOOTSEL button, which allow these signals to be accessed if used as a reflow-soldered SMT module.</p>
<h3 data-mce-fragment=""1"">Features <br>
</h3>
<ul>
<li>RP2040 microcontroller chip designed by Raspberry Pi in the United Kingdom</li>
<li>Dual-core ARM Cortex M0+ processor, flexible clock running up to 133 MHz</li>
<li>264kB of SRAM, and 2MB of on-board Flash memory</li>
<li>Castellated module allows soldering direct to carrier boards</li>
<li>USB 1.1 Host and Device support</li>
<li>Low-power sleep and dormant modes</li>
<li>Drag &amp; drop programming using mass storage over USB</li>
<li>26 multi-function GPIO pins</li>
<li>2× SPI, 2× I2C, 2× UART, 3× 12-bit ADC, 16× controllable PWM channels</li>
<li>Accurate clock and timer on-chip</li>
<li>Temperature sensor</li>
<li>Accelerated floating point libraries on-chip</li>
<li>8 × Programmable IO (PIO) state machines for custom peripheral support</li>
</ul>
<h3 data-mce-fragment=""1"">Documents</h3>
<ul>
<li><a href=""http://www.raspberrypi.org/documentation/pico/getting-started"">Getting Started Guide</a></li>
<li><a href=""https://www.sparkfun.com/rp2040"">RP2040 Informational Page</a></li>
</ul>",Voltaat,,DEVB_RPI,,TRUE,Title,Default Title,,,,,VT-1399,9,shopify,5,deny,manual,29,,TRUE,TRUE,VT-1399,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-raspberry-pi-pico-28337709219942.jpg?v=1644422102,1,Voltaat Raspberry Pi Pico,FALSE,,,,,,,,,,,,,,,g,,15.74,TRUE,TRUE,,,TRUE,,,TRUE,,,active
raspberry-pi-pico,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-raspberry-pi-pico-27984438853734.jpg?v=1644422102,2,Voltaat Raspberry Pi Pico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raspberry-pi-pico,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-raspberry-pi-pico-28337709318246.jpg?v=1628495298,3,Voltaat Raspberry Pi Pico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
attiny2313-20pu-attiny-microcontroller,ATTINY2313-20PU ATtiny Microcontroller,"<h3><span data-mce-fragment=""1"">Description </span></h3>
<p><span data-mce-fragment=""1"">The high-performance, low-power Microchip 8-bit AVR® RISC-based microcontroller combines 2 KB ISP Flash memory, 128B ISP EEPROM, 128B internal SRAM, universal serial interface (USI), full-duplex UART, and debugWIRE for on-chip debugging. The device supports a throughput of 20 MIPS at 20 MHz and operates between 2.7-5.5 volts.</span></p>
<p><span data-mce-fragment=""1"">By executing powerful instructions in a single clock cycle, the device achieves throughputs approaching one MIPS per MHz, balancing power consumption and processing speed.</span></p>
<h3><span data-mce-fragment=""1"">Specifications</span></h3>
<div class=""table__row"">
<div class=""table__cell"">
<ul>
<li>Program Memory Type: Flash</li>
<li>Program Memory Size (KB): 2</li>
<li>CPU Speed (MIPS/DMIPS): 20</li>
<li>SRAM (B): 128</li>
<li>Data EEPROM/HEF (bytes): 128</li>
<li>Digital Communication Peripherals: 1-UART, 2-SPI, 1-I2C</li>
<li>Capture/Compare/PWM Peripherals: 1 Input Capture, 1 CCP, 4PWM</li>
<li>Timers: 1 x 8-bit, 1 x 16-bit</li>
<li>Number of Comparators: 1</li>
<li>Temperature Range (°C): -40 to 85</li>
<li>Operating Voltage Range (V): 1.8 to 5.5</li>
<li>Pin Count: 20</li>
</ul>
</div>
</div>",Voltaat,,CHIPS_Microcontrollers,,TRUE,Title,Default Title,,,,,VT-1402,2,shopify,40,deny,manual,9,,TRUE,TRUE,VT-1402,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-attiny2313-20pu-attiny-microcontroller-27970055962726.jpg?v=1628466492,1,Voltaat ATTINY2313-20PU ATtiny Microcontroller,FALSE,,,,,,,,,,,,,,,g,,5.46,TRUE,TRUE,,,TRUE,,,TRUE,,,active
bare-conductive-electric-paint-50ml-1,Bare Conductive - Electric Paint (50ml),"<meta charset=""utf-8"">
<p data-mce-fragment=""1""> </p>
<h3>Description <br>
</h3>
<p data-mce-fragment=""1"">Bare Conductive's Electric Paint is just like any other water-based paint... except that it's electrically conductive! This means that you can actually paint wires onto things like models, clothes, furniture, walls, almost anything you can think of. Standard acrylic or water-based paints can even be used alongside Electric Paint to act as insulation or to create multi-layer circuitry!</p>
<p data-mce-fragment=""1"">You can apply Bare's Electric Paint like any other water-based paint. You can use a brush, a roller, printmaking equipment, some intrepid users have even tried to spray the material through an airbrush! It's important to note that as Electric Paint dries the conductivity increases (and will continue to increase to a certain extent even after the paint ""feels"" dry), so if your project requires calibration, let the paint dry completely before testing it.</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Note:</strong><span data-mce-fragment=""1""> </span>Electric Paint is not meant for use on skin!</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Note:</strong><span data-mce-fragment=""1""> </span>Electric Paint is not waterproof, but depending on what your application is you can paint over it with a waterproof paint or varnish. On the bright side this does make for easy cleanup.</p>
<h3>Features<br>
</h3>
<p data-mce-fragment=""1""> </p>
<ul>
<li>Water-based, nontoxic and dries at room temperature.</li>
<li>Elecric Paint can be applied to a wide variety of materials, including (but certainly not limited to) paper, cardboard vellum, wood, metal, plaster, some rubbers, plastics and many textile.</li>
<li>Soap and warm water will take Electric Paint off of most surfaces.</li>
<li>Can last years if treated properly and kept dry.</li>
</ul>
<p><br></p>
<h3>Documents </h3>
<ul>
<li><a href=""http://cdn.sparkfun.com/datasheets/E-Textiles/Materials/TechnicalDataSheet_BareConductivePaint.pdf"">Datasheet</a></li>
<li><a href=""http://cdn.sparkfun.com/datasheets/E-Textiles/Materials/MSDS%20Bare%20Conductive%20Paint.pdf"">MSDS</a></li>
<li><a href=""http://www.bareconductive.com/make/"">Tutorials</a></li>
<li><a href=""http://cdn.sparkfun.com/datasheets/Components/General/BareConductiveChart.pdf"">Resistance Chart</a></li>
</ul>
<p> </p>",Voltaat,,COMP_Cables_Connectors,,TRUE,Title,Default Title,,,,,VT-1403,117.5,shopify,3,deny,manual,169,,TRUE,TRUE,VT-1403,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-bare-conductive-electric-paint-50ml-27968739049574.jpg?v=1628466312,1,Voltaat Bare Conductive - Electric Paint (50ml),FALSE,,,,,,,,,,,,,,,g,,120.9,TRUE,TRUE,,,TRUE,,,TRUE,,,active
bare-conductive-electric-paint-50ml-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-bare-conductive-electric-paint-50ml-27968739016806.jpg?v=1628466312,2,Voltaat Bare Conductive - Electric Paint (50ml),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mbr30100ctg-schottky-diode-100v-30a,MBR30100CTG Schottky diode 100V/30A,"<h3>Specifications </h3>
<ul>
<li>Low Power Loss, High Efficiency</li>
<li>Guardring for Overvoltage Protection</li>
<li>Low Forward Voltage Drop And High Frequency Operation</li>
<li>Lead Free Finish/RoHS Compliant(Note 1) (""P"" Suffix Designates Compliant. See Ordering Information)</li>
<li>Halogen Free Available Upon Request By Adding Suffix ""-HF""</li>
<li>Epoxy Meets UL 94 V-0 Flammability Rating</li>
<li>Moisture Sensitivity Level 1</li>
<li>
<meta charset=""utf-8"">Maximum Recurrent Peak Reverse Voltage 100V</li>
<li>
<meta charset=""utf-8"">Maximum RMS Voltage 70V</li>
<li>
<meta charset=""utf-8"">Maximum DC Blocking Voltage 100V</li>
</ul>
<h3>Documents </h3>
<ul>
<li><a href=""https://www.mouser.com/datasheet/2/258/MBR30100CT(TO-220AB)-V1-1626347.pdf"" data-mce-href=""https://www.mouser.com/datasheet/2/258/MBR30100CT(TO-220AB)-V1-1626347.pdf"">Datasheet</a></li>
</ul>",Voltaat,,COMP_Resis_Cap_Indu_Diode,,TRUE,Title,Default Title,,,,,VT-1409,0,shopify,15,deny,manual,4,,TRUE,FALSE,VT-1409,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-mbr30100ctg-schottky-diode-100v-30a-27959049977958.jpg?v=1628464506,1,Voltaat MBR30100CTG Schottky diode 100V/30A,FALSE,,,,,,,,,,,,,,,g,,1.06,TRUE,TRUE,,,TRUE,,,TRUE,,,active
mur3060pt-fast-recovery-diode-30a-600v,MUR3060PT fast recovery diode 30A/600V,"<h3>Description</h3>
<div>
<meta charset=""utf-8""> <span>MUR3060PT are ultrafast dual diodes (trr &lt; 55ns) with soft recovery characteristics. They have a low forward voltage drop and are of planar, silicon nitride passivated, ion-implanted, epitaxial construction. These devices are intended for use as energy steering/clamping diodes and rectifiers in a variety of switching power supplies and other power switching applications. Their low stored charge and ultrafast recovery with soft recovery characteristics minimizes ringing and electrical noise in many power switching circuits thus reducing power loss in the switching transistor. </span>
</div>
<div></div>
<h3>Specifications </h3>
<ul>
<li>Ultrafast 35 and 60 Nanosecond Recovery Time<br>
</li>
<li>175 C Operating Junction Temperature<br>
</li>
<li>High Voltage Capability to 600 Volts<br>
</li>
<li>Low Forward Drop<br>
</li>
<li>Low Leakage Specified @ 150 C Case Temperature<br>
</li>
<li>Current Derating Specified @ Both Case and Ambient Temperatures<br>
</li>
<li>Epoxy Meets UL94, VO @ 1/8""<br>
</li>
<li>High Temperature Glass Passivated Junction</li>
<li>Package TO-247/3P<br>
</li>
<li>Input Voltage AC 600V<br>
</li>
<li>Output Voltage DC 600V<br>
</li>
<li>Average Forward Current 30A<br>
</li>
<li>Reverse Withstand Voltage 600V</li>
</ul>
<h3>Documents</h3>
<ul>
<li><a href=""https://www.onsemi.com/pdf/datasheet/mur3020pt-d.pdf"">Datasheet</a></li>
</ul>",Voltaat,,CHIPS_Voltage_REG_RECT,,TRUE,Title,Default Title,,,,,VT-1410,0,shopify,16,deny,manual,5,,TRUE,TRUE,VT-1410,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-mur3060pt-fast-recovery-diode-30a-600v-27959017046118.jpg?v=1628490605,1,Voltaat MUR3060PT fast recovery diode 30A/600V,FALSE,,,,,,,,,,,,,,,g,,1.7,TRUE,TRUE,,,TRUE,,,TRUE,,,active
mur3060pt-fast-recovery-diode-30a-600v,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-mur3060pt-fast-recovery-diode-30a-600v-28337928208486.jpg?v=1628490605,2,Voltaat MUR3060PT fast recovery diode 30A/600V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mur3060pt-fast-recovery-diode-30a-600v,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-mur3060pt-fast-recovery-diode-30a-600v-27959016947814.jpg?v=1628490605,3,Voltaat MUR3060PT fast recovery diode 30A/600V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lilytiny-attiny85-development-board,Lilytiny ATtiny85 Development Board,"<h3>Description </h3>
<p>The LilyTiny is a tiny little LilyPad board designed to add flashy functionality to your project without taking up a lot of room. Even though it’s as small as some of the LilyPad sensors, this board actually has an ATtiny microcontroller on it so it’s actually pretty smart! Simply sew on 4 LEDs and connect a battery and the LEDs will each blink or fade differently. One will blink on and off (2), another will flash a heartbeat pattern (1), another will do a “breathing” fade (0) and the other will do a random fade (3). LilyTiny is a quick and easy way to add twinkling lights to a project without any programming or a bulky Main Board. It’s also a great educational tool for showing a range of functionality without having to get out the computers.</p>
<p><br>If you’re an advanced user and want to re-program the LilyTiny, the ICSP programming connectors are broken out on the back.<br>LilyPad is a wearable e-textile technology developed by Leah Buechley and cooperatively designed by Leah and SparkFun. Each LilyPad was creatively designed to have large connecting pads to allow them to be sewn into clothing. Various input, output, power, and sensor boards are available.</p>
<h3>Specifications</h3>
<ul>
<li>8K Byte of In-System Programmable Program Memory Flash</li>
<li>512 Bytes In-System Programmable EEPROM</li>
<li>512 Bytes Internal SRAM</li>
<li>Diameter: 25mm</li>
</ul>",Voltaat,,DEVEB_Arduino,,TRUE,Title,Default Title,,,,,VT-1413,0,shopify,8,deny,manual,17,,TRUE,FALSE,VT-1413,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-lilytiny-attiny85-development-board-27949472252006.jpg?v=1628452443,1,Voltaat Lilytiny ATtiny85 Development Board,FALSE,,,,,,,,,,,,,,,g,,7,TRUE,TRUE,,,TRUE,,,TRUE,,,active
lilypad-light-sensor,LilyPad Light Sensor,"<meta charset=""utf-8"">
<h3 data-mce-fragment=""1"">Description </h3>
<p data-mce-fragment=""1"">This is a simple to use light sensor that outputs an analog value from 0 to 5V. With exposure to daylight, this sensor will output 5V. Covering the sensor with your hand, the sensor will output 0V. In a normal indoor lighting situation, the sensor will output from 1 to 2V.</p>
<h3 data-mce-fragment=""1"">Specifications </h3>
<ul>
<li>20mm outer diameter</li>
<li>Thin 0.8mm PCB</li>
</ul>",Voltaat,,SENS_Temp_Light,,TRUE,Title,Default Title,,,,,VT-1414,0,shopify,19,deny,manual,5,,TRUE,TRUE,VT-1414,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-lilypad-light-sensor-27949455966310.jpg?v=1628452642,1,Voltaat LilyPad Light Sensor,FALSE,,,,,,,,,,,,,,,g,,2.88,TRUE,TRUE,,,TRUE,,,TRUE,,,active
